Comment,,,,,,,
Unix Timestamp,Date,Symbol,Open,High,Low,Close,Volume
1628899200000,14/08/2021 0:00,ETHUSD,3323.64,3327.52,3321.11,3321.11,120.793379
1628898900000,13/08/2021 23:55,ETHUSD,3320.43,3326,3323.63,3323.64,10.981658
1628898720000,13/08/2021 23:52,ETHUSD,3321.73,3324.38,3320.43,3320.43,1.22649
1628898420000,13/08/2021 23:47,ETHUSD,3318.09,3322.52,3317.81,3321.73,1.120162
1628898240000,13/08/2021 23:44,ETHUSD,3313.52,3318.67,3311.02,3318.09,17.633739
1628897940000,13/08/2021 23:39,ETHUSD,3309.26,3313.52,3312.15,3313.52,9.10364754
1628897760000,13/08/2021 23:36,ETHUSD,3311.17,3309.96,3307.19,3309.26,21.54992
1628897460000,13/08/2021 23:31,ETHUSD,3312.71,3312.45,3311.17,3311.17,0.031906
1628897280000,13/08/2021 23:28,ETHUSD,3316.68,3313.61,3310.1,3312.71,8.469003
1628896980000,13/08/2021 23:23,ETHUSD,3315.22,3319.56,3316.68,3316.68,21.56648985
1628896800000,13/08/2021 23:20,ETHUSD,3298.21,3316.01,3313.95,3315.22,9.089646
1628896500000,13/08/2021 23:15,ETHUSD,3292.63,3299.17,3297.01,3298.21,15.525101
1628896320000,13/08/2021 23:12,ETHUSD,3293.81,3292.92,3292.63,3292.63,2.276292
1628896020000,13/08/2021 23:07,ETHUSD,3295.98,3295.29,3293.07,3293.81,14.771164
1628895840000,13/08/2021 23:04,ETHUSD,3291.15,3296,3291.23,3295.98,46.21109
1628895540000,13/08/2021 22:59,ETHUSD,3284.57,3291.15,3285.56,3291.15,9.884048
1628895360000,13/08/2021 22:56,ETHUSD,3285.95,3285.99,3283.62,3284.57,29.24215128
1628895060000,13/08/2021 22:51,ETHUSD,3290.98,3287.91,3285.63,3285.95,0.341608
1628894880000,13/08/2021 22:48,ETHUSD,3293.21,3291.14,3290.81,3290.98,0.793182
1628894580000,13/08/2021 22:43,ETHUSD,3289.85,3293.21,3289.8,3293.21,49.684871
1628894400000,13/08/2021 22:40,ETHUSD,3287.58,3289.91,3289.71,3289.85,3.522669
1628894100000,13/08/2021 22:35,ETHUSD,3285.09,3288.04,3284.28,3287.58,3.273626
1628893920000,13/08/2021 22:32,ETHUSD,3280.49,3286,3285.09,3285.09,0.237618
1628893620000,13/08/2021 22:27,ETHUSD,3282.5,3282.09,3279.09,3280.49,6.95852
1628893440000,13/08/2021 22:24,ETHUSD,3286.01,3283.46,3281.27,3282.5,4.95632413
1628893140000,13/08/2021 22:19,ETHUSD,3280.68,3286.07,3284.99,3286.01,2.426433
1628892960000,13/08/2021 22:16,ETHUSD,3282.06,3281.36,3280,3280.68,1.99095674
1628892660000,13/08/2021 22:11,ETHUSD,3289.35,3285.88,3281.63,3282.06,0.678202
1628892480000,13/08/2021 22:08,ETHUSD,3292.13,3289.35,3285.98,3289.35,3.809055
1628892180000,13/08/2021 22:03,ETHUSD,3282.25,3292.13,3284.24,3292.13,5.01570935
1628892000000,13/08/2021 22:00,ETHUSD,3281.47,3287.47,3281.3,3282.25,1.53880907
1628891700000,13/08/2021 21:55,ETHUSD,3283.3,3284.59,3281.47,3281.47,1.88788695
1628891520000,13/08/2021 21:52,ETHUSD,3284.68,3285.09,3283.3,3283.3,0.135062
1628891220000,13/08/2021 21:47,ETHUSD,3286.45,3284.68,3282.69,3284.68,3.90806818
1628891040000,13/08/2021 21:44,ETHUSD,3287.02,3286.45,3283.39,3286.45,1.41418963
1628890740000,13/08/2021 21:39,ETHUSD,3289.52,3288.14,3286.64,3287.02,2.510043
1628890560000,13/08/2021 21:36,ETHUSD,3288.01,3289.52,3288.59,3289.52,0.953286
1628890260000,13/08/2021 21:31,ETHUSD,3291.22,3292.65,3288.01,3288.01,8.82971
