Comment,,,,,,,
Unix Timestamp,Date,Symbol,Open,High,Low,Close,Volume
1.6295E+12,21/08/2021 0:00,ETHUSD,3287.04,3287.04,3276.24,3279.85,191.0559539
1.6295E+12,20/08/2021 23:00,ETHUSD,3261.03,3288.27,3258.59,3287.04,4418.616768
1.6295E+12,20/08/2021 22:00,ETHUSD,3291.43,3294.34,3250,3261.03,968.5623802
1.62949E+12,20/08/2021 21:00,ETHUSD,3260.93,3295.67,3260.31,3291.43,722.5902913
1.62949E+12,20/08/2021 20:00,ETHUSD,3252.65,3278.09,3247.45,3260.93,694.9591783
1.62949E+12,20/08/2021 19:00,ETHUSD,3235.8,3258.55,3235.79,3252.65,646.3325706
1.62948E+12,20/08/2021 18:00,ETHUSD,3252.49,3258.08,3218.68,3235.8,1434.106904
1.62948E+12,20/08/2021 17:00,ETHUSD,3266.15,3275.43,3249.24,3252.49,698.1056656
1.62948E+12,20/08/2021 16:00,ETHUSD,3283.11,3299.01,3243.15,3266.15,1403.046685
1.62947E+12,20/08/2021 15:00,ETHUSD,3282.93,3290.99,3261.86,3283.11,1697.710296
1.62947E+12,20/08/2021 14:00,ETHUSD,3260,3301.22,3251.3,3282.93,1705.024461
1.62946E+12,20/08/2021 13:00,ETHUSD,3238.42,3264.76,3226.49,3260,1404.932777
1.62946E+12,20/08/2021 12:00,ETHUSD,3206.55,3242.42,3204.52,3238.42,646.6296584
1.62946E+12,20/08/2021 11:00,ETHUSD,3215.93,3218.95,3200.38,3206.55,412.5355669
1.62945E+12,20/08/2021 10:00,ETHUSD,3206.46,3224.99,3204.37,3215.93,269.6760617
1.62945E+12,20/08/2021 9:00,ETHUSD,3198.67,3215.95,3196.52,3206.46,416.1182764
1.62945E+12,20/08/2021 8:00,ETHUSD,3213.25,3224.9,3187.16,3198.67,435.8235884
1.62944E+12,20/08/2021 7:00,ETHUSD,3229.54,3231.38,3208.1,3213.25,274.1666712
1.62944E+12,20/08/2021 6:00,ETHUSD,3225,3235,3209.25,3229.54,431.1432132
1.62944E+12,20/08/2021 5:00,ETHUSD,3224.3,3226.26,3203.64,3225,509.6965704
1.62943E+12,20/08/2021 4:00,ETHUSD,3217.82,3234.44,3208.84,3224.3,317.8495698
1.62943E+12,20/08/2021 3:00,ETHUSD,3230.92,3234.36,3210.9,3217.82,592.1963239
1.62942E+12,20/08/2021 2:00,ETHUSD,3237.67,3241.86,3223.99,3230.92,428.4332445
1.62942E+12,20/08/2021 1:00,ETHUSD,3229.06,3243.16,3213.85,3237.67,867.8008105
1.62942E+12,20/08/2021 0:00,ETHUSD,3185,3246.09,3179,3229.06,3315.247691
1.62941E+12,19/08/2021 23:00,ETHUSD,3170.6,3188,3157.88,3185,1777.04593
1.62941E+12,19/08/2021 22:00,ETHUSD,3164.9,3177.24,3149.91,3170.6,427.433649
1.62941E+12,19/08/2021 21:00,ETHUSD,3158.15,3170.7,3146,3164.9,378.3559032
1.6294E+12,19/08/2021 20:00,ETHUSD,3147.41,3164.44,3144.56,3158.15,516.7606197
1.6294E+12,19/08/2021 19:00,ETHUSD,3134.37,3164.56,3131,3147.41,1711.120613
1.6294E+12,19/08/2021 18:00,ETHUSD,3049.67,3138.44,3048.11,3134.37,3152.341431
1.62939E+12,19/08/2021 17:00,ETHUSD,3048.35,3058.54,3024.62,3049.67,770.2604206
1.62939E+12,19/08/2021 16:00,ETHUSD,3069.5,3078.94,3048.35,3048.35,967.9657936
1.62939E+12,19/08/2021 15:00,ETHUSD,3043.04,3078.31,3043.04,3069.5,3159.510436
1.62938E+12,19/08/2021 14:00,ETHUSD,3021.5,3061.25,3021.15,3043.04,3058.930922
1.62938E+12,19/08/2021 13:00,ETHUSD,2997.74,3022.05,2983.62,3021.5,2271.357122
1.62937E+12,19/08/2021 12:00,ETHUSD,2975,3003.11,2962.61,2997.74,778.4942865
1.62937E+12,19/08/2021 11:00,ETHUSD,2984.91,3002.54,2975,2975,732.1066278
1.62937E+12,19/08/2021 10:00,ETHUSD,3005.37,3012.5,2980.02,2984.91,733.0650589
1.62936E+12,19/08/2021 9:00,ETHUSD,3001.68,3014.51,2999.55,3005.37,521.6249195
1.62936E+12,19/08/2021 8:00,ETHUSD,2994.71,3022.53,2980.75,3001.68,608.2668325
1.62936E+12,19/08/2021 7:00,ETHUSD,2997.03,3009.24,2973.44,2994.71,531.8892704
1.62935E+12,19/08/2021 6:00,ETHUSD,3007.01,3009.12,2984.5,2997.03,526.4574893
1.62935E+12,19/08/2021 5:00,ETHUSD,2982,3016.64,2970,3007.01,1641.555367
1.62935E+12,19/08/2021 4:00,ETHUSD,2967.28,2992.58,2958.92,2982,3968.33879
1.62934E+12,19/08/2021 3:00,ETHUSD,3009.69,3009.69,2967.28,2967.28,563.4732909
1.62934E+12,19/08/2021 2:00,ETHUSD,3027.64,3027.64,3006,3009.69,237.6512126
1.62933E+12,19/08/2021 1:00,ETHUSD,3046.67,3053.12,3027.18,3027.64,1639.076977
1.62933E+12,19/08/2021 0:00,ETHUSD,3012.63,3048.87,3000,3046.67,450.3903113
