Comment,,,,,,,
Unix Timestamp,Date,Symbol,Open,High,Low,Close,Volume
1629504000000,21/08/2021 0:00,ETHUSD,3291.43,3287.04,3276.24,3279.85,191.0559539
1629493200000,20/08/2021 21:00,ETHUSD,3235.8,3295.67,3260.31,3291.43,722.5902913
1629482400000,20/08/2021 18:00,ETHUSD,3283.11,3258.08,3218.68,3235.8,1434.106904
1629471600000,20/08/2021 15:00,ETHUSD,3238.42,3290.99,3261.86,3283.11,1697.710296
1629460800000,20/08/2021 12:00,ETHUSD,3206.46,3242.42,3204.52,3238.42,646.6296584
1629450000000,20/08/2021 9:00,ETHUSD,3229.54,3215.95,3196.52,3206.46,416.1182764
1629439200000,20/08/2021 6:00,ETHUSD,3217.82,3235,3209.25,3229.54,431.1432132
1629428400000,20/08/2021 3:00,ETHUSD,3229.06,3234.36,3210.9,3217.82,592.1963239
1629417600000,20/08/2021 0:00,ETHUSD,3164.9,3246.09,3179,3229.06,3315.247691
1629406800000,19/08/2021 21:00,ETHUSD,3134.37,3170.7,3146,3164.9,378.3559032
1629396000000,19/08/2021 18:00,ETHUSD,3069.5,3138.44,3048.11,3134.37,3152.341431
1629385200000,19/08/2021 15:00,ETHUSD,2997.74,3078.31,3043.04,3069.5,3159.510436
1629374400000,19/08/2021 12:00,ETHUSD,3005.37,3003.11,2962.61,2997.74,778.4942865
1629363600000,19/08/2021 9:00,ETHUSD,2997.03,3014.51,2999.55,3005.37,521.6249195
1629352800000,19/08/2021 6:00,ETHUSD,2967.28,3009.12,2984.5,2997.03,526.4574893
1629342000000,19/08/2021 3:00,ETHUSD,3046.67,3009.69,2967.28,2967.28,563.4732909
1629331200000,19/08/2021 0:00,ETHUSD,3001.99,3048.87,3000,3046.67,450.3903113
1629320400000,18/08/2021 21:00,ETHUSD,3057.85,3026.41,3000,3001.99,773.9628361
1629309600000,18/08/2021 18:00,ETHUSD,3112.53,3119.47,3057.39,3057.85,3621.754679
1629298800000,18/08/2021 15:00,ETHUSD,3028.66,3123.97,3054.64,3112.53,2783.232212
1629288000000,18/08/2021 12:00,ETHUSD,3054.44,3042.42,2997.29,3028.66,1279.546718
1629277200000,18/08/2021 9:00,ETHUSD,3072.46,3061.68,3037.45,3054.44,234.3781275
1629266400000,18/08/2021 6:00,ETHUSD,3050.05,3084.64,3060.44,3072.46,280.3617068
1629255600000,18/08/2021 3:00,ETHUSD,3021.03,3050.05,3009.51,3050.05,477.433949
1629244800000,18/08/2021 0:00,ETHUSD,3013.3,3043.88,2975,3021.03,1811.907497
